sequence_name	coding_score	classification
XR_382778.2	0.18361	noncoding
XR_875493.1	0.15404	noncoding
NM_001359608.1	0.99229	coding
NR_155521.1	0.01220	noncoding
XR_001780634.2	0.03052	noncoding
XR_386171.4	0.02211	noncoding
XR_386758.2	0.12558	noncoding
XR_003955226.1	0.01401	noncoding
XR_003956518.1	0.01752	noncoding
XR_003946887.1	0.03631	noncoding
XR_003953512.1	0.01401	noncoding
XR_001778596.1	0.01213	noncoding
XR_375857.2	0.01141	noncoding
NM_001042613.2	0.02150	noncoding
XM_030242571.1	0.97547	coding
XR_875670.3	0.15086	noncoding
XR_385761.2	0.00502	noncoding
XR_879085.2	0.00499	noncoding
XR_379328.4	0.00544	noncoding
NR_165040.1	0.08279	noncoding
NR_027851.1	0.58393	coding
NR_033139.1	0.02150	noncoding
NR_045268.1	0.34900	noncoding
XR_001782632.2	0.02548	noncoding
XR_001778718.2	0.21414	noncoding
XM_006520986.3	0.09018	noncoding
XR_880197.2	0.02046	noncoding
XR_001782629.2	0.05227	noncoding
XR_866956.3	0.46375	noncoding
XR_001779235.2	0.01480	noncoding
NM_020585.2	0.99618	coding
NR_003188.1	0.10545	noncoding
NR_027290.1	0.09451	noncoding
NR_040378.1	0.06667	noncoding
XR_387476.2	0.09791	noncoding
NR_132321.1	0.43734	noncoding
XR_881130.2	0.02337	noncoding
NR_038178.1	0.00859	noncoding
XR_382325.4	0.02426	noncoding
XR_383347.3	0.00986	noncoding
XR_003951239.1	0.00217	noncoding
XR_876239.2	0.03209	noncoding
NR_166601.1	0.02937	noncoding
XR_881448.1	0.00576	noncoding
XR_882428.1	0.00576	noncoding
XR_380224.3	0.16288	noncoding
XR_001782000.1	0.16760	noncoding
XR_873903.3	0.04774	noncoding
XR_003952316.1	0.00769	noncoding
XR_001784251.2	0.05455	noncoding
NR_166610.1	0.01391	noncoding
NR_045065.1	0.04564	noncoding
XR_373717.2	0.00268	noncoding
XR_003948958.1	0.42212	noncoding
XR_378680.4	0.01922	noncoding
XR_389917.2	0.02802	noncoding
XR_866991.2	0.03026	noncoding
XR_003951122.1	0.01047	noncoding
XR_874702.2	0.01176	noncoding
XM_006517992.2	0.46929	noncoding
NR_133572.1	0.98408	coding
XR_379162.3	0.00293	noncoding
NR_151593.1	0.01058	noncoding
XR_879805.2	0.38921	noncoding
XR_003946768.1	0.31444	noncoding
XR_003948680.1	0.39362	noncoding
XR_871340.2	0.04113	noncoding
NR_166171.1	0.00397	noncoding
NR_166813.1	0.00835	noncoding
XR_879848.3	0.07691	noncoding
XR_003951471.1	0.07181	noncoding
XR_003955404.1	0.05860	noncoding
XR_387597.4	0.01079	noncoding
XR_866365.2	0.32169	noncoding
XR_868578.3	0.02231	noncoding
XR_001779128.2	0.02604	noncoding
NR_073442.1	0.66837	coding
XR_003950130.1	0.02414	noncoding
XR_866055.2	0.03186	noncoding
XR_867758.2	0.04031	noncoding
NR_166172.1	0.00394	noncoding
NM_019410.3	0.99927	coding
XR_868022.1	0.01220	noncoding
XM_006525580.3	0.99291	coding
XR_378799.3	0.00723	noncoding
NR_033634.2	0.01798	noncoding
XR_865397.2	0.03134	noncoding
XR_001784250.2	0.07722	noncoding
NR_131031.1	0.02662	noncoding
NM_001359609.1	0.95373	coding
NR_153781.1	0.05266	noncoding
XR_878697.3	0.02283	noncoding
XR_003948280.1	0.03102	noncoding
XR_872286.2	0.00826	noncoding
XR_003950972.1	0.19925	noncoding
XR_003950977.1	0.19925	noncoding
XR_866953.3	0.60298	coding
XR_003954509.1	0.03838	noncoding
XR_003951944.1	0.03369	noncoding
XR_001784253.2	0.08011	noncoding
XR_377977.3	0.06086	noncoding
XR_866547.1	0.07391	noncoding
NM_025474.4	0.98544	coding
XR_386812.3	0.29692	noncoding
XR_003953397.1	0.00903	noncoding
NR_027821.1	0.20095	noncoding
XR_877049.3	0.01255	noncoding
XR_374501.3	0.41705	noncoding
XR_390664.1	0.01245	noncoding
XR_873301.1	0.00339	noncoding
XR_877752.1	0.00798	noncoding
XR_882657.2	0.02060	noncoding
XR_384685.3	0.03490	noncoding
XR_003952256.1	0.07720	noncoding
XR_877960.3	0.00758	noncoding
XR_003952601.1	0.01649	noncoding
XR_870934.2	0.01375	noncoding
NR_045291.1	0.10540	noncoding
XR_003952376.1	0.05385	noncoding
XR_877815.3	0.13522	noncoding
NM_001110855.1	0.99209	coding
XR_382749.2	0.01139	noncoding
XR_374005.3	0.01357	noncoding
XR_388739.4	0.01580	noncoding
XR_874439.2	0.01618	noncoding
XR_001784013.2	0.01335	noncoding
XR_003947358.1	0.05239	noncoding
XR_379321.4	0.03745	noncoding
XR_870867.3	0.00534	noncoding
NR_045645.1	0.17155	noncoding
XM_011249101.2	0.91286	coding
XR_378022.4	0.14450	noncoding
NM_134133.2	0.36723	noncoding
XR_868362.1	0.04001	noncoding
XR_001780619.1	0.03992	noncoding
XR_003949584.1	0.06267	noncoding
XR_003952604.1	0.00998	noncoding
XR_877436.3	0.01399	noncoding
NR_166114.1	0.00424	noncoding
NR_033584.1	0.01306	noncoding
XR_878354.1	0.03929	noncoding
XR_001778358.1	0.00270	noncoding
XR_870711.2	0.13587	noncoding
NR_152768.1	0.01450	noncoding
NR_167741.1	0.63899	coding
NR_040648.1	0.00202	noncoding
XR_384595.1	0.99632	coding
XR_870676.2	0.03605	noncoding
XR_380589.2	0.01419	noncoding
XR_001778183.2	0.13024	noncoding
NM_029482.1	0.94579	coding
NM_016660.3	0.95692	coding
NR_038013.1	0.27609	noncoding
NR_015533.2	0.04518	noncoding
XR_872652.3	0.02889	noncoding
XR_003952648.1	0.06452	noncoding
XR_003946895.1	0.00768	noncoding
XR_001779141.2	0.00447	noncoding
XR_003953540.1	0.00768	noncoding
NR_131922.1	0.21357	noncoding
XR_382473.3	0.01885	noncoding
XR_003951617.1	0.01653	noncoding
XR_866686.3	0.03400	noncoding
XR_378539.1	0.01699	noncoding
XR_384787.3	0.00452	noncoding
XR_872246.3	0.00163	noncoding
XM_006498207.4	0.89613	coding
NR_002845.1	0.00424	noncoding
NR_045944.1	0.05004	noncoding
XR_875527.2	0.17631	noncoding
XR_003955325.1	0.03560	noncoding
XR_875040.1	0.00927	noncoding
XR_003954703.1	0.00701	noncoding
XR_003955829.1	0.01948	noncoding
XR_879906.1	0.00315	noncoding
XR_377522.3	0.05377	noncoding
XR_865480.1	0.02773	noncoding
XR_001781590.1	0.02462	noncoding
XR_876256.2	0.00155	noncoding
XR_865946.2	0.00335	noncoding
XR_871880.3	0.01494	noncoding
XR_003951602.1	0.00765	noncoding
XR_001784015.2	0.00321	noncoding
XR_003955162.1	0.03321	noncoding
NR_033505.1	0.71585	coding
XR_879120.1	0.02772	noncoding
XR_386419.2	0.00883	noncoding
NR_153343.1	0.21548	noncoding
XR_382632.4	0.03676	noncoding
XR_003956277.1	0.02782	noncoding
XR_001780149.1	0.04423	noncoding
XR_872275.2	0.01370	noncoding
XM_006500134.4	0.85519	coding
XR_866394.3	0.03607	noncoding
XR_001779296.2	0.00173	noncoding
XR_376395.2	0.15368	noncoding
XR_869198.1	0.11421	noncoding
NM_001309841.1	0.92279	coding
XR_381646.2	0.01591	noncoding
XR_877063.2	0.06836	noncoding
XR_882499.1	0.14682	noncoding
XR_003950134.1	0.03198	noncoding
XR_003953477.1	0.03198	noncoding
XR_868133.1	0.01265	noncoding
XR_386292.2	0.01560	noncoding
XR_874606.2	0.02340	noncoding
XR_003953908.1	0.24496	noncoding
XR_871560.2	0.18231	noncoding
XR_003952318.1	0.00457	noncoding
XR_866486.3	0.02982	noncoding
XR_003955117.1	0.00756	noncoding
NR_045084.1	0.25090	noncoding
XR_870813.1	0.00433	noncoding
XR_874521.1	0.00533	noncoding
XR_001783404.1	0.03158	noncoding
XR_873256.2	0.03897	noncoding
XR_003952602.1	0.01657	noncoding
XR_390376.3	0.00279	noncoding
NR_040646.1	0.97106	coding
XR_865543.1	0.00619	noncoding
XM_006526547.3	0.09652	noncoding
NR_152105.1	0.00916	noncoding
XR_881953.3	0.10343	noncoding
NM_001166474.1	0.35159	noncoding
XR_874576.2	0.00665	noncoding
XR_001782633.2	0.08052	noncoding
NR_166892.1	0.04318	noncoding
XM_006495563.3	0.92251	coding
XR_001784482.1	0.01970	noncoding
XR_003950121.1	0.00417	noncoding
XR_374225.3	0.01440	noncoding
NR_045742.1	0.01707	noncoding
NM_001357446.1	0.98778	coding
NR_152796.1	0.02008	noncoding
XR_872881.2	0.00894	noncoding
XR_001782625.2	0.06757	noncoding
NR_126493.1	0.22480	noncoding
XR_388623.2	0.04041	noncoding
NR_028579.2	0.02077	noncoding
NM_145510.2	0.96941	coding
NR_040518.1	0.00453	noncoding
NR_045145.1	0.03548	noncoding
XR_383731.3	0.01481	noncoding
NR_038179.1	0.01016	noncoding
XR_001780189.1	0.00661	noncoding
XR_880305.2	0.56666	coding
XR_389184.3	0.01182	noncoding
XR_872645.3	0.00655	noncoding
XR_001782925.2	0.60247	coding
NM_011110.4	0.98889	coding
NR_045282.1	0.08701	noncoding
XR_382099.2	0.00198	noncoding
NR_131146.1	0.00611	noncoding
XR_003951074.1	0.00619	noncoding
XR_375167.4	0.01297	noncoding
XR_003948097.1	0.05738	noncoding
XR_882255.1	0.87914	coding
XR_001783227.1	0.00288	noncoding
XR_003952337.1	0.01674	noncoding
XR_379344.4	0.58064	coding
NM_025311.3	0.36182	noncoding
NR_108021.1	0.19014	noncoding
XR_880942.3	0.03838	noncoding
XR_382476.3	0.02118	noncoding
XR_872992.2	0.02342	noncoding
XR_878752.2	0.00708	noncoding
XR_882649.2	0.02342	noncoding
XR_387232.2	0.02336	noncoding
XR_001784485.1	0.03217	noncoding
XR_383365.2	0.00617	noncoding
XR_876979.1	0.06774	noncoding
XR_880943.3	0.04194	noncoding
XR_382110.4	0.09133	noncoding
XR_869314.1	0.18885	noncoding
XR_001780630.2	0.01430	noncoding
XR_872649.3	0.01076	noncoding
XR_873592.2	0.00041	noncoding
XR_376396.2	0.08749	noncoding
XR_381975.4	0.02987	noncoding
XR_386595.3	0.01357	noncoding
XR_003955722.1	0.01457	noncoding
XR_868716.2	0.00366	noncoding
XR_379522.4	0.41275	noncoding
NR_045052.1	0.04498	noncoding
XR_381874.2	0.05516	noncoding
XR_878293.1	0.09756	noncoding
XM_006514951.4	0.98039	coding
XR_387648.2	0.05386	noncoding
XR_870423.1	0.11519	noncoding
XR_001781221.1	0.01351	noncoding
XR_374666.4	0.05168	noncoding
NM_001166537.1	0.91252	coding
XR_878516.1	0.03393	noncoding
XM_017320043.1	0.98574	coding
NR_152214.1	0.00086	noncoding
XR_386805.4	0.13141	noncoding
XR_881106.3	0.00273	noncoding
XR_869396.2	0.01054	noncoding
XR_003946671.1	0.01187	noncoding
NR_166532.1	0.01973	noncoding
NR_132135.1	0.00688	noncoding
NM_001357837.1	0.86636	coding
XR_374671.3	0.05712	noncoding
XR_879323.2	0.13768	noncoding
XR_878272.2	0.00546	noncoding
XR_003953662.1	0.00546	noncoding
NR_166450.1	0.28727	noncoding
XR_873211.3	0.00409	noncoding
XR_001785248.2	0.17563	noncoding
XR_003948339.1	0.03028	noncoding
NR_045295.1	0.05749	noncoding
XR_373287.2	0.01818	noncoding
XR_877907.2	0.01289	noncoding
XR_001779381.2	0.01273	noncoding
XR_003954003.1	0.03107	noncoding
XM_030242162.1	0.81432	coding
XR_003946670.1	0.02115	noncoding
NR_045783.1	0.01275	noncoding
XR_001781650.1	0.00696	noncoding
XR_001784972.1	0.00309	noncoding
NM_001357838.1	0.82132	coding
XM_006534881.3	0.89702	coding
XR_003949568.1	0.01739	noncoding
XR_003950204.1	0.00230	noncoding
XR_003952607.1	0.01103	noncoding
XR_003953824.1	0.00592	noncoding
XM_030254752.1	0.97697	coding
NR_166435.1	0.97844	coding
XR_866396.3	0.01272	noncoding
XR_866530.3	0.03665	noncoding
XR_375679.4	0.01627	noncoding
XR_376228.3	0.11648	noncoding
NR_166459.1	0.00613	noncoding
NR_038029.1	0.18824	noncoding
XR_382392.1	0.04311	noncoding
XR_882654.2	0.01148	noncoding
XM_030245864.1	0.94190	coding
XR_382474.3	0.01937	noncoding
XR_378503.3	0.00905	noncoding
NR_138561.1	0.05234	noncoding
XR_001782251.2	0.01163	noncoding
NR_151498.1	0.31886	noncoding
XR_382326.4	0.01892	noncoding
XR_001782498.2	0.07114	noncoding
XR_003954684.1	0.06730	noncoding
XR_870153.3	0.01911	noncoding
NR_045705.1	0.02478	noncoding
NR_110579.1	0.00895	noncoding
XR_384159.2	0.00929	noncoding
XR_865858.2	0.29827	noncoding
XR_001779753.1	0.00153	noncoding
XR_386215.4	0.78668	coding
XR_378298.2	0.00805	noncoding
NM_025401.4	0.67595	coding
XM_030242163.1	0.92562	coding
NR_166449.1	0.21448	noncoding
XR_001784249.1	0.01284	noncoding
XR_876164.1	0.23129	noncoding
XR_875859.2	0.01144	noncoding
NM_001357473.1	0.99206	coding
NR_110963.1	0.47788	noncoding
XR_387102.2	0.01116	noncoding
NR_153442.1	0.06409	noncoding
NR_040316.1	0.21664	noncoding
NR_040452.1	0.03548	noncoding
XR_385486.3	0.00949	noncoding
XR_383952.3	0.13247	noncoding
XR_003951898.1	0.02710	noncoding
XR_876733.2	0.00436	noncoding
XR_001783587.2	0.01188	noncoding
XR_379543.3	0.00369	noncoding
XR_380273.2	0.03129	noncoding
NM_032002.2	0.27771	noncoding
NR_024085.1	0.29246	noncoding
XR_866515.1	0.01794	noncoding
XR_866516.1	0.01794	noncoding
XR_867337.1	0.02161	noncoding
XR_388187.2	0.01728	noncoding
XR_865829.2	0.01491	noncoding
XR_003952270.1	0.03053	noncoding
XR_877854.2	0.29399	noncoding
XR_003947973.1	0.13715	noncoding
XR_870887.2	0.03678	noncoding
XR_386939.2	0.04520	noncoding
NM_001358272.1	0.99719	coding
NR_160859.1	0.01445	noncoding
XR_873709.2	0.05078	noncoding
XR_003950671.1	0.01106	noncoding
XR_383720.3	0.00531	noncoding
XR_879116.2	0.00291	noncoding
NR_027966.1	0.46291	noncoding
XR_865698.2	0.05380	noncoding
XR_872654.3	0.02015	noncoding
XR_003951897.1	0.03177	noncoding
XR_390410.3	0.05352	noncoding
XR_872661.3	0.00795	noncoding
XR_385160.3	0.10778	noncoding
NM_001290125.1	0.99958	coding
XR_001779627.1	0.40456	noncoding
XR_876692.2	0.03951	noncoding
XR_880232.3	0.01355	noncoding
XR_001781006.2	0.12917	noncoding
XR_382893.4	0.00457	noncoding
XR_003954434.1	0.07848	noncoding
NM_001282013.1	0.91503	coding
XR_388799.3	0.03758	noncoding
XR_003949763.1	0.00539	noncoding
XR_003950193.1	0.00914	noncoding
XR_383763.2	0.03279	noncoding
XR_001778031.2	0.21358	noncoding
XR_001778202.2	0.01283	noncoding
NR_151663.1	0.05698	noncoding
XR_001779487.2	0.08874	noncoding
XR_003951537.1	0.14295	noncoding
NR_108029.1	0.07299	noncoding
NM_001309808.1	0.64714	coding
XR_390587.3	0.01460	noncoding
XR_003953268.1	0.01331	noncoding
XR_003953272.1	0.01331	noncoding
XR_380706.3	0.00715	noncoding
XR_877047.2	0.01461	noncoding
XR_003955196.1	0.01331	noncoding
XR_877440.1	0.01486	noncoding
XR_380326.3	0.01800	noncoding
XR_003955199.1	0.01231	noncoding
XR_003955201.1	0.01231	noncoding
XR_003953076.1	0.03897	noncoding
NM_001164040.2	0.91703	coding
NR_166893.1	0.03324	noncoding
XR_003950604.1	0.08484	noncoding
XR_003950909.1	0.11458	noncoding
XR_003952936.1	0.29608	noncoding
NM_001282012.1	0.72103	coding
XM_006515523.4	0.99588	coding
XR_001782186.2	0.85646	coding
XR_877187.3	0.21057	noncoding
XR_375192.2	0.00328	noncoding
XR_003955859.1	0.03230	noncoding
XR_003956339.1	0.06737	noncoding
NM_001374138.1	0.93564	coding
XR_378111.2	0.00731	noncoding
XR_880924.1	0.15529	noncoding
XR_870059.2	0.87554	coding
XR_003955856.1	0.07621	noncoding
XR_378173.4	0.00726	noncoding
XR_389925.4	0.00726	noncoding
XR_377738.2	0.00753	noncoding
XR_880209.3	0.02567	noncoding
XR_376844.2	0.04338	noncoding
NR_045946.1	0.00520	noncoding
XR_878288.1	0.05435	noncoding
XR_001779383.1	0.02082	noncoding
XR_003952937.1	0.30071	noncoding
XR_379345.4	0.42547	noncoding
NR_045088.1	0.05446	noncoding
XR_381257.1	0.03649	noncoding
NM_025600.2	0.98851	coding
NR_160863.1	0.02182	noncoding
XR_001778944.2	0.02949	noncoding
XR_003949696.1	0.00367	noncoding
XR_875520.3	0.02190	noncoding
XM_017313704.2	0.38761	noncoding
XR_383581.2	0.06903	noncoding
NR_153189.1	0.00709	noncoding
NR_045874.1	0.23781	noncoding
NR_045966.1	0.01402	noncoding
NM_001267724.1	0.17874	noncoding
XR_376998.1	0.01715	noncoding
NR_137170.1	0.94493	coding
XR_001781702.1	0.00556	noncoding
XM_006501632.3	0.77013	coding
XR_388942.4	0.56900	coding
XR_375315.3	0.01203	noncoding
XR_389689.3	0.03779	noncoding
XR_001784016.2	0.04321	noncoding
XR_390035.4	0.56900	coding
XR_867020.1	0.04564	noncoding
XR_869060.1	0.02938	noncoding
XR_003949698.1	0.00354	noncoding
XR_876940.3	0.01934	noncoding
NR_122115.1	0.84407	coding
XR_373336.2	0.09290	noncoding
XR_875039.1	0.08583	noncoding
XR_866716.2	0.00494	noncoding
XR_389159.3	0.05700	noncoding
XR_868174.2	0.01006	noncoding
NR_045368.1	0.03774	noncoding
XR_880247.3	0.02325	noncoding
XR_003950580.1	0.11464	noncoding
XR_003952669.1	0.00372	noncoding
XR_003953887.1	0.00860	noncoding
XR_001784957.2	0.06012	noncoding
XR_378547.4	0.00618	noncoding
XR_390477.2	0.00769	noncoding
XR_001779535.1	0.10848	noncoding
NR_151618.1	0.34357	noncoding
XR_001781437.2	0.01445	noncoding
XR_879194.3	0.06083	noncoding
XR_880915.1	0.09906	noncoding
XR_001781176.1	0.05853	noncoding
XR_379229.3	0.06555	noncoding
XR_882444.2	0.01602	noncoding
NM_001356521.1	0.99310	coding
NR_163147.1	0.29777	noncoding
XR_873251.2	0.01757	noncoding
XR_869041.3	0.00887	noncoding
NR_045362.1	0.02033	noncoding
XR_874482.2	0.00702	noncoding
XR_003949542.1	0.52611	coding
XR_003955959.1	0.00507	noncoding
NR_166686.1	0.01232	noncoding
NR_046460.1	0.00785	noncoding
XR_003952255.1	0.09996	noncoding
XR_003955253.1	0.04284	noncoding
XR_867292.1	0.11473	noncoding
XR_882356.3	0.05704	noncoding
XR_879086.3	0.02048	noncoding
NR_166806.1	0.01684	noncoding
NR_027652.1	0.34238	noncoding
XR_003952371.1	0.03694	noncoding
XR_375245.2	0.01971	noncoding
NR_131115.1	0.01186	noncoding
XR_875988.2	0.00672	noncoding
NR_149825.1	0.79589	coding
XR_001779297.2	0.00342	noncoding
XR_866758.1	0.03607	noncoding
XM_006517997.2	0.44430	noncoding
NR_160860.1	0.02592	noncoding
XR_003951491.1	0.05269	noncoding
XR_001778721.2	0.08364	noncoding
XR_871289.3	0.00507	noncoding
XR_003948268.1	0.00960	noncoding
XR_878132.2	0.02150	noncoding
NR_121588.1	0.99592	coding
XR_391385.2	0.01449	noncoding
XR_001779629.1	0.32347	noncoding
XR_871561.2	0.27254	noncoding
NR_152144.1	0.71602	coding
XR_878488.3	0.00902	noncoding
XR_001779098.2	0.00792	noncoding
XR_385401.2	0.23468	noncoding
NR_160862.1	0.02551	noncoding
XR_383284.4	0.03312	noncoding
XR_003955850.1	0.04439	noncoding
XR_387940.3	0.00712	noncoding
XR_879118.2	0.01365	noncoding
XR_003948174.1	0.29107	noncoding
NR_038062.1	0.95978	coding
NR_045329.1	0.05119	noncoding
XR_384988.2	0.02062	noncoding
NR_136937.1	0.99027	coding
XR_382279.3	0.01627	noncoding
XR_876254.2	0.01474	noncoding
XR_381586.3	0.02201	noncoding
XR_001782288.2	0.01193	noncoding
XR_003954070.1	0.01981	noncoding
XM_017320044.1	0.98541	coding
XR_003954515.1	0.01614	noncoding
XR_881186.1	0.03296	noncoding
XR_003948338.1	0.13511	noncoding
XR_876809.3	0.33695	noncoding
XM_030250897.1	0.99655	coding
NR_166600.1	0.07064	noncoding
NM_133854.3	0.97540	coding
XR_001781991.1	0.06125	noncoding
XR_001784019.2	0.02082	noncoding
XR_881524.1	0.00794	noncoding
NR_155539.1	0.25494	noncoding
XR_383766.2	0.00744	noncoding
XR_384137.3	0.01537	noncoding
XR_389485.4	0.00897	noncoding
XR_876621.1	0.11741	noncoding
XR_003950667.1	0.00370	noncoding
XR_870681.3	0.00596	noncoding
XR_868570.1	0.00486	noncoding
NR_131116.1	0.01448	noncoding
NR_040444.1	0.03660	noncoding
NR_045963.1	0.04767	noncoding
NM_001290124.1	0.99935	coding
NR_149255.1	0.94785	coding
XR_003948701.1	0.01405	noncoding
XR_003948911.1	0.05273	noncoding
XR_382611.4	0.22363	noncoding
XR_383346.3	0.01336	noncoding
XR_870006.3	0.02444	noncoding
XR_001779242.2	0.00961	noncoding
NM_001271523.1	0.40164	noncoding
NM_001286507.1	0.94373	coding
XR_878712.1	0.10167	noncoding
NR_153407.1	0.00381	noncoding
XR_876182.2	0.01265	noncoding
XR_001784018.2	0.00762	noncoding
NM_001253385.1	0.05529	noncoding
XR_003948798.1	0.04141	noncoding
XR_003951933.1	0.01337	noncoding
XR_003955405.1	0.21221	noncoding
NR_166880.1	0.00460	noncoding
NR_028422.1	0.04115	noncoding
NR_040277.1	0.02377	noncoding
XR_874531.1	0.02439	noncoding
NR_136909.1	0.01749	noncoding
XR_876960.2	0.03937	noncoding
XR_876931.2	0.01852	noncoding
NR_033553.1	0.84446	coding
XR_869975.1	0.00501	noncoding
XR_003950521.1	0.03051	noncoding
XM_030252164.1	0.99585	coding
XR_003955142.1	0.01479	noncoding
NM_026383.3	0.98485	coding
NR_045820.1	0.04020	noncoding
XR_001785241.1	0.03678	noncoding
XR_877424.2	0.00600	noncoding
NR_030677.1	0.07412	noncoding
NR_045837.1	0.05108	noncoding
XR_001785357.1	0.03039	noncoding
NM_001347451.1	0.94311	coding
NR_152205.1	0.11703	noncoding
XR_865351.2	0.07785	noncoding
XR_003948318.1	0.24149	noncoding
XR_390157.4	0.00840	noncoding
NR_033782.1	0.02441	noncoding
XR_376614.2	0.02179	noncoding
XR_871885.3	0.02257	noncoding
XR_866689.3	0.04804	noncoding
XM_006512014.4	0.97983	coding
NM_001163768.1	0.94096	coding
XR_878727.1	0.07928	noncoding
XR_874532.1	0.02999	noncoding
XR_871904.3	0.14906	noncoding
XR_872492.2	0.03245	noncoding
XR_871066.2	0.04240	noncoding
NR_166433.1	0.99197	coding
NM_134111.2	0.99107	coding
XR_001782274.1	0.24693	noncoding
XR_003952326.1	0.09991	noncoding
XR_001782846.2	0.06582	noncoding
XR_878724.1	0.01507	noncoding
NR_131144.1	0.12697	noncoding
XR_872951.2	0.03990	noncoding
XM_011246797.2	0.45135	noncoding
XR_868592.2	0.02156	noncoding
XR_377267.3	0.01365	noncoding
NR_026741.1	0.05898	noncoding
XR_880409.1	0.34345	noncoding
XR_379322.3	0.48365	noncoding
XR_003950247.1	0.05938	noncoding
XR_866642.1	0.04528	noncoding
XR_874403.1	0.02680	noncoding
XR_385402.2	0.24697	noncoding
XR_003948696.1	0.02440	noncoding
XR_868184.3	0.03713	noncoding
XR_382472.1	0.01837	noncoding
XR_876609.1	0.30859	noncoding
XR_877843.2	0.01493	noncoding
XR_003946610.1	0.02502	noncoding
XR_003946867.1	0.00527	noncoding
XR_878126.3	0.05643	noncoding
NR_015471.1	0.13632	noncoding
NR_040318.1	0.08203	noncoding
XR_376615.2	0.02822	noncoding
XR_872906.2	0.01707	noncoding
XR_873290.2	0.05450	noncoding
XR_384847.4	0.03270	noncoding
XR_872411.3	0.07501	noncoding
XR_882486.3	0.07501	noncoding
NR_166437.1	0.99376	coding
XR_876959.1	0.06782	noncoding
NR_135272.1	0.93371	coding
XR_872811.1	0.01589	noncoding
XR_003950574.1	0.01347	noncoding
XM_030252861.1	0.97675	coding
XR_003948210.1	0.05944	noncoding
NR_045661.1	0.05850	noncoding
XR_381610.3	0.17420	noncoding
XR_001782627.2	0.08192	noncoding
XR_003955960.1	0.01676	noncoding
XM_011242317.2	0.99087	coding
NR_165817.1	0.01208	noncoding
NR_045144.1	0.07724	noncoding
XR_876808.2	0.22885	noncoding
XM_030242798.1	0.98056	coding
XR_882406.3	0.04614	noncoding
NR_015599.3	0.02324	noncoding
XR_869882.1	0.01932	noncoding
XR_871577.1	0.00895	noncoding
XR_875689.1	0.09562	noncoding
XR_865350.2	0.01414	noncoding
XR_876238.3	0.11520	noncoding
XR_867979.3	0.01299	noncoding
XR_379180.4	0.02457	noncoding
NR_166434.1	0.97303	coding
NR_040283.1	0.09504	noncoding
NR_040624.1	0.00517	noncoding
NR_077237.1	0.00723	noncoding
